object_id,flag
7826315.0,HIGH
2938677.0,HIGH
1795783.0,HIGH
5330282.0,HIGH
7210239.0,HIGH
6775341.0,HIGH
3132991.0,HIGH
1716481.0,HIGH
1950303.0,HIGH
3244275.0,HIGH
4982536.0,HIGH
3296823.0,HIGH
4761457.0,HIGH
1782007.0,HIGH
1275405.0,HIGH
2057301.0,HIGH
2970181.0,HIGH
4492738.0,HIGH
8005975.0,HIGH
5323760.0,HIGH
3717858.0,HIGH
8406641.0,HIGH
8142775.0,HIGH
3283039.0,HIGH
1182843.0,HIGH
7129299.0,HIGH
3129661.0,HIGH
7633029.0,HIGH
4362456.0,HIGH
2556956.0,HIGH
8335763.0,HIGH
3536141.0,HIGH
7042601.0,HIGH
7648277.0,HIGH
4294906.0,HIGH
6673903.0,HIGH
1189021.0,HIGH
3037985.0,HIGH
4661045.0,HIGH
3198311.0,HIGH
669959.0,HIGH
1666247.0,HIGH
1673565.0,HIGH
8634211.0,HIGH
4139450.0,HIGH
3798244.0,HIGH
7195367.0,HIGH
4751583.0,HIGH
1270287.0,HIGH
5140612.0,HIGH
7087153.0,HIGH
7657053.0,HIGH
7855223.0,HIGH
4528182.0,HIGH
4721511.0,HIGH
6042519.0,HIGH
2709519.0,HIGH
8792893.0,HIGH
8131473.0,HIGH
104016.0,HIGH
6072773.0,HIGH
1991785.0,HIGH
5037150.0,HIGH
4702467.0,HIGH
6130295.0,HIGH
7090773.0,HIGH
1911885.0,HIGH
7912523.0,HIGH
4719771.0,HIGH
3833884.0,HIGH
3088105.0,MEDIUM
826337.0,HIGH
7151227.0,HIGH
7261497.0,HIGH
6022229.0,HIGH
3526473.0,HIGH
2028275.0,HIGH
8412267.0,HIGH
5090534.0,HIGH
2023115.0,HIGH
7489967.0,HIGH
7424547.0,HIGH
3536183.0,HIGH
4849665.0,HIGH
3784808.0,HIGH
5593346.0,HIGH
6334257.0,HIGH
7057657.0,HIGH
4437838.0,HIGH
5047844.0,HIGH
7330777.0,HIGH
1292237.0,HIGH
7087199.0,HIGH
48129.0,HIGH
3051055.0,HIGH
8324175.0,HIGH
8179703.0,HIGH
4444286.0,HIGH
4344610.0,HIGH
6687357.0,HIGH
4312748.0,HIGH
4011938.0,HIGH
7073909.0,HIGH
8076953.0,HIGH
8363873.0,HIGH
2946985.0,HIGH
7120035.0,HIGH
4731551.0,HIGH
8076863.0,HIGH
7855223.0,HIGH
6042519.0,HIGH
5085336.0,HIGH
2996597.0,HIGH
4555740.0,HIGH
3798244.0,HIGH
3883846.0,HIGH
4970884.0,MEDIUM
8407603.0,HIGH
6219451.0,HIGH
4299290.0,HIGH
5106572.0,HIGH
5203138.0,HIGH
2686441.0,HIGH
5626800.0,HIGH
1687221.0,HIGH
2720735.0,HIGH
1663717.0,HIGH
8725199.0,HIGH
6583179.0,HIGH
4166090.0,HIGH
5967583.0,HIGH
2008855.0,HIGH
3114575.0,MEDIUM
7457783.0,HIGH
3334949.0,HIGH
475867.0,HIGH
3830024.0,HIGH
5324906.0,HIGH
7164685.0,HIGH
3833292.0,HIGH
2709519.0,HIGH
4679203.0,HIGH
3944676.0,HIGH
5255202.0,HIGH
1325827.0,HIGH
1722347.0,HIGH
1728493.0,HIGH
4806879.0,HIGH
4410996.0,HIGH
6797639.0,HIGH
1212587.0,HIGH
3493253.0,HIGH
4688795.0,HIGH
7164685.0,HIGH
3682676.0,HIGH
2077017.0,HIGH
5915921.0,HIGH
5805541.0,HIGH
7348349.0,HIGH
4755577.0,HIGH
3779240.0,HIGH
1386643.0,HIGH
7125243.0,HIGH
4878653.0,HIGH
8762239.0,HIGH
7810017.0,HIGH
5505502.0,HIGH
4708883.0,HIGH
4444286.0,HIGH
4120572.0,HIGH
3423407.0,HIGH
4778271.0,HIGH
3090521.0,HIGH
7073909.0,HIGH
7366053.0,HIGH
8252761.0,HIGH
8652295.0,HIGH
1406139.0,HIGH
2556956.0,HIGH
3507217.0,HIGH
1722367.0,HIGH
4120572.0,HIGH
3166545.0,HIGH
8182609.0,HIGH
3707436.0,HIGH
4867801.0,HIGH
3452229.0,HIGH
7210239.0,HIGH
8179641.0,HIGH
3221711.0,HIGH
8181263.0,HIGH
5925851.0,HIGH
6928721.0,HIGH
4993232.0,HIGH
7424547.0,HIGH
7945785.0,HIGH
4702467.0,HIGH
4295488.0,HIGH
3377431.0,HIGH
8198009.0,HIGH
301632.0,HIGH
7438375.0,HIGH
7656745.0,HIGH
4076134.0,HIGH
3517697.0,HIGH
2745721.0,MEDIUM
3045501.0,HIGH
1927757.0,HIGH
7348349.0,HIGH
8383899.0,HIGH
2775585.0,HIGH
7998525.0,HIGH
6248039.0,HIGH
1478333.0,HIGH
2760571.0,MEDIUM
4217976.0,HIGH
1221791.0,HIGH
7912523.0,HIGH
3043495.0,HIGH
3852706.0,HIGH
8016357.0,HIGH
1772167.0,HIGH
5539776.0,HIGH
5277950.0,HIGH
4344610.0,HIGH
3792506.0,HIGH
7013611.0,HIGH
6693817.0,HIGH
2687179.0,HIGH
2296426.0,HIGH
7200941.0,HIGH
4531646.0,HIGH
8207605.0,HIGH
7565639.0,HIGH
3348317.0,HIGH
8008641.0,HIGH
2863441.0,HIGH
8368641.0,HIGH
6334257.0,HIGH
1616441.0,HIGH
1260847.0,HIGH
2970181.0,HIGH
5223276.0,HIGH
1673565.0,HIGH
5898765.0,HIGH
3856610.0,HIGH
4782445.0,HIGH
8209015.0,HIGH
1769081.0,HIGH
1389151.0,HIGH
2561360.0,HIGH
8142775.0,HIGH
7043309.0,HIGH
1212587.0,HIGH
3166939.0,HIGH
3221711.0,HIGH
3233439.0,HIGH
104016.0,HIGH
4001916.0,HIGH
7623597.0,HIGH
2687179.0,HIGH
3535931.0,LOW
1322951.0,MEDIUM
1848901.0,HIGH
3526473.0,HIGH
4531588.0,HIGH
2786907.0,HIGH
3493403.0,HIGH
7636441.0,HIGH
2655869.0,HIGH
8209015.0,HIGH
3125683.0,HIGH
6338815.0,HIGH
8310099.0,HIGH
4755577.0,HIGH
1189021.0,HIGH
7244633.0,HIGH
7754027.0,HIGH
3791394.0,HIGH
3423891.0,HIGH
8762239.0,HIGH
8005975.0,HIGH
4531472.0,HIGH
8324175.0,HIGH
6954289.0,HIGH
4493266.0,HIGH
104018.0,HIGH
8076953.0,HIGH
7232549.0,HIGH
4915481.0,HIGH
1405003.0,HIGH
2695501.0,HIGH
4799577.0,HIGH
5051630.0,HIGH
4761457.0,HIGH
3952758.0,HIGH
4890611.0,HIGH
2664049.0,HIGH
7057657.0,HIGH
2687179.0,HIGH
3478839.0,HIGH
2416510.0,HIGH
7909359.0,HIGH
1848901.0,HIGH
1189021.0,HIGH
8611265.0,HIGH
3532031.0,HIGH
2746723.0,HIGH
4437838.0,HIGH
3422745.0,HIGH
8325517.0,HIGH
667685.0,HIGH
7147275.0,HIGH
3911786.0,HIGH
4312698.0,HIGH
4257574.0,HIGH
1290255.0,HIGH
6085797.0,HIGH
2995431.0,HIGH
4159448.0,HIGH
3944530.0,HIGH
1869635.0,HIGH
3400725.0,HIGH
8363873.0,HIGH
4533020.0,HIGH
1700025.0,HIGH
1334145.0,HIGH
2012253.0,HIGH
8331613.0,HIGH
5163480.0,HIGH
7533489.0,HIGH
3526473.0,HIGH
4778271.0,HIGH
6130863.0,HIGH
3798244.0,HIGH
7620975.0,HIGH
8622349.0,HIGH
7324443.0,HIGH
3883846.0,HIGH
8363585.0,HIGH
1769069.0,HIGH
1911885.0,HIGH
3414899.0,HIGH
7616397.0,HIGH
3037985.0,HIGH
7042829.0,HIGH
1412893.0,HIGH
6537729.0,HIGH
8310099.0,HIGH
5327924.0,HIGH
5352552.0,HIGH
4260346.0,HIGH
7137619.0,HIGH
4201162.0,HIGH
3077539.0,HIGH
5277950.0,HIGH
4932035.0,MEDIUM
3823354.0,HIGH
7459739.0,HIGH
8183009.0,HIGH
5301408.0,HIGH
3888832.0,HIGH
5890729.0,HIGH
4330898.0,HIGH
3147031.0,HIGH
2938755.0,HIGH
2951053.0,HIGH
6219451.0,HIGH
3400725.0,HIGH
3952758.0,HIGH
7115263.0,HIGH
8622349.0,HIGH
5327924.0,HIGH
6248039.0,HIGH
8197969.0,HIGH
6299523.0,HIGH
4679203.0,HIGH
7042601.0,HIGH
4759285.0,HIGH
8411527.0,HIGH
8334383.0,HIGH
4688795.0,HIGH
5577000.0,HIGH
3717586.0,HIGH
5893209.0,HIGH
7334889.0,HIGH
2946985.0,HIGH
4312748.0,HIGH
3423407.0,HIGH
1212587.0,HIGH
3498847.0,HIGH
6196757.0,HIGH
4362456.0,HIGH
8375667.0,HIGH
4601970.0,HIGH
3033499.0,HIGH
7945785.0,HIGH
4212088.0,HIGH
3299305.0,HIGH
1616935.0,HIGH
2612592.0,HIGH
3263011.0,HIGH
4592070.0,HIGH
5079306.0,HIGH
7657053.0,HIGH
8620585.0,HIGH
3888832.0,HIGH
1868559.0,HIGH
5127054.0,HIGH
1402355.0,HIGH
5037150.0,HIGH
5495652.0,HIGH
7187345.0,HIGH
1772991.0,HIGH
2951053.0,HIGH
7871809.0,HIGH
4639916.0,HIGH
858903.0,HIGH
2720735.0,HIGH
4038488.0,HIGH
3718670.0,HIGH
3060577.0,HIGH
2565346.0,HIGH
4295488.0,HIGH
8364057.0,HIGH
6797639.0,HIGH
1260599.0,HIGH
3152953.0,HIGH
8317051.0,HIGH
4345336.0,HIGH
6928721.0,HIGH
2877965.0,HIGH
7528231.0,HIGH
4601970.0,HIGH
1604463.0,HIGH
1726115.0,HIGH
5048486.0,HIGH
4867801.0,HIGH
301632.0,HIGH
4938965.0,HIGH
2645167.0,HIGH
2098945.0,HIGH
3045459.0,HIGH
5533376.0,HIGH
2790727.0,HIGH
2087871.0,HIGH
4282122.0,HIGH
7090891.0,HIGH
1260599.0,HIGH
8335763.0,HIGH
1815011.0,HIGH
4988390.0,HIGH
4598566.0,HIGH
2639617.0,HIGH
8309981.0,HIGH
1412893.0,HIGH
4759285.0,HIGH
5809821.0,HIGH
5805541.0,HIGH
8182609.0,HIGH
7050903.0,HIGH
7998961.0,HIGH
1461809.0,HIGH
8016357.0,HIGH
7168827.0,HIGH
2705641.0,HIGH
1260859.0,HIGH
7565639.0,HIGH
8368549.0,HIGH
6130295.0,HIGH
4988390.0,HIGH
8137447.0,HIGH
2565346.0,HIGH
3296859.0,HIGH
4437838.0,HIGH
8208627.0,HIGH
5062788.0,HIGH
4150372.0,HIGH
3423977.0,HIGH
5255202.0,HIGH
4989802.0,HIGH
3174619.0,HIGH
3714880.0,HIGH
8624217.0,HIGH
4031658.0,HIGH
1412917.0,HIGH
7639743.0,HIGH
8088849.0,HIGH
4531798.0,HIGH
1700025.0,HIGH
7490039.0,HIGH
7348349.0,HIGH
6733613.0,HIGH
8009787.0,HIGH
4500044.0,HIGH
6954289.0,HIGH
3124347.0,HIGH
3944530.0,HIGH
4938965.0,HIGH
2629315.0,MEDIUM
2760931.0,HIGH
4993232.0,HIGH
1389151.0,HIGH
3944530.0,HIGH
3553937.0,HIGH
1911885.0,HIGH
6059467.0,HIGH
5988985.0,HIGH
8647363.0,HIGH
6334257.0,HIGH
3255187.0,HIGH
4944285.0,HIGH
8746757.0,HIGH
1916297.0,HIGH
3536141.0,HIGH
2087871.0,HIGH
6058403.0,HIGH
6797639.0,HIGH
5299300.0,HIGH
6700263.0,HIGH
7262619.0,HIGH
7929523.0,HIGH
8608251.0,HIGH
2265968.0,HIGH
7623597.0,HIGH
475867.0,HIGH
1718087.0,HIGH
7598389.0,HIGH
3944530.0,HIGH
1666247.0,HIGH
4547398.0,HIGH
1592145.0,HIGH
4949222.0,HIGH
1260829.0,HIGH
2824653.0,HIGH
7616397.0,HIGH
5296432.0,HIGH
104008.0,HIGH
6347431.0,HIGH
2008855.0,HIGH
4948410.0,MEDIUM
5085336.0,HIGH
3255187.0,HIGH
4755577.0,HIGH
2970181.0,HIGH
3939892.0,HIGH
2940967.0,HIGH
4307654.0,HIGH
8163993.0,HIGH
8334383.0,HIGH
7607877.0,HIGH
7616365.0,HIGH
3908928.0,HIGH
3221711.0,HIGH
5320278.0,HIGH
5106572.0,HIGH
2681789.0,HIGH
4592070.0,HIGH
5037460.0,HIGH
4797935.0,HIGH
3352793.0,HIGH
7732021.0,HIGH
3808224.0,HIGH
2565346.0,HIGH
104013.0,HIGH
1782007.0,HIGH
6687613.0,HIGH
8197969.0,HIGH
7340991.0,HIGH
3913304.0,HIGH
4698729.0,HIGH
2695501.0,HIGH
2155048.0,HIGH
5049062.0,HIGH
1721937.0,HIGH
578389.0,HIGH
6095887.0,HIGH
3106623.0,HIGH
3147031.0,HIGH
2863225.0,HIGH
5428538.0,HIGH
301632.0,HIGH
3400725.0,HIGH
3161541.0,HIGH
4648032.0,HIGH
4492738.0,HIGH
1260599.0,HIGH
7366053.0,HIGH
4444286.0,HIGH
3411383.0,HIGH
2408832.0,HIGH
4151178.0,HIGH
6928721.0,HIGH
4890611.0,HIGH
2558940.0,HIGH
7742551.0,HIGH
4018294.0,HIGH
4596378.0,HIGH
8183009.0,HIGH
5301408.0,HIGH
7125489.0,HIGH
1970241.0,HIGH
7001867.0,HIGH
2023115.0,HIGH
4798363.0,HIGH
8746757.0,HIGH
8005975.0,HIGH
1616911.0,HIGH
5967583.0,HIGH
3717554.0,HIGH
7200941.0,HIGH
3953702.0,HIGH
7593761.0,HIGH
2688887.0,HIGH
8334387.0,HIGH
7187345.0,HIGH
3493253.0,HIGH
3073185.0,HIGH
3682236.0,HIGH
3818200.0,HIGH
2666763.0,HIGH
3541859.0,HIGH
6734765.0,HIGH
7826315.0,HIGH
3884792.0,HIGH
8088783.0,HIGH
8140353.0,HIGH
4988390.0,HIGH
1260831.0,HIGH
5008388.0,HIGH
3352793.0,HIGH
8590191.0,HIGH
2824671.0,HIGH
7533489.0,HIGH
5330282.0,HIGH
4200960.0,HIGH
1260599.0,HIGH
8073397.0,HIGH
2571514.0,HIGH
8278791.0,HIGH
4990706.0,HIGH
6334257.0,HIGH
2408832.0,HIGH
1670735.0,HIGH
2666763.0,HIGH
4982056.0,HIGH
5035600.0,HIGH
5505502.0,HIGH
6299523.0,HIGH
8331613.0,HIGH
6130863.0,HIGH
7324443.0,HIGH
5898495.0,HIGH
5052342.0,HIGH
5745607.0,HIGH
3707436.0,HIGH
3174619.0,HIGH
4902149.0,HIGH
5898765.0,HIGH
8310099.0,HIGH
2796075.0,HIGH
3586493.0,HIGH
3818200.0,HIGH
6173703.0,HIGH
3116453.0,HIGH
7132695.0,HIGH
4801601.0,HIGH
2786907.0,HIGH
5284686.0,HIGH
8179641.0,HIGH
1591369.0,HIGH
3948574.0,HIGH
3148499.0,HIGH
2076597.0,HIGH
4011938.0,HIGH
6775341.0,HIGH
2775585.0,HIGH
4426708.0,HIGH
6896423.0,HIGH
1276073.0,HIGH
1715285.0,HIGH
5036444.0,HIGH
2841211.0,HIGH
4688795.0,HIGH
3547495.0,HIGH
5163480.0,HIGH
7912523.0,HIGH
3717814.0,HIGH
1928009.0,HIGH
2106783.0,HIGH
7616397.0,HIGH
4257574.0,HIGH
4345336.0,HIGH
2416510.0,HIGH
2101209.0,HIGH
1461809.0,HIGH
1616949.0,HIGH
3230593.0,HIGH
2786907.0,HIGH
4260346.0,HIGH
7998961.0,HIGH
8183009.0,HIGH
8056587.0,HIGH
3177599.0,HIGH
2684669.0,HIGH
3334949.0,HIGH
8140725.0,HIGH
8008641.0,HIGH
3911786.0,HIGH
1289809.0,HIGH
1617039.0,HIGH
3032787.0,HIGH
527017.0,HIGH
4475100.0,HIGH
6928721.0,HIGH
4938965.0,HIGH
3423407.0,HIGH
8450777.0,HIGH
3238857.0,HIGH
4887775.0,MEDIUM
5593346.0,HIGH
7810017.0,HIGH
7633029.0,HIGH
4664539.0,HIGH
1772991.0,HIGH
3106623.0,HIGH
5085336.0,HIGH
3779240.0,HIGH
2664049.0,HIGH
2790727.0,HIGH
3296823.0,HIGH
1271667.0,HIGH
1666247.0,HIGH
3521959.0,HIGH
3507217.0,HIGH
3791394.0,HIGH
1926369.0,HIGH
2745721.0,MEDIUM
4938965.0,HIGH
4458724.0,HIGH
2592642.0,HIGH
1926369.0,HIGH
7116177.0,HIGH
4899389.0,HIGH
1670735.0,HIGH
8368549.0,HIGH
4474406.0,HIGH
1675347.0,HIGH
6347431.0,HIGH
8317051.0,HIGH
8308179.0,HIGH
7656639.0,HIGH
4688795.0,HIGH
3830024.0,HIGH
8707487.0,HIGH
8364057.0,HIGH
3888832.0,HIGH
4731955.0,HIGH
7154673.0,LOW
8197969.0,HIGH
1705167.0,HIGH
7164685.0,HIGH
7742551.0,HIGH
6314507.0,HIGH
48129.0,HIGH
8627685.0,HIGH
5413794.0,HIGH
7872005.0,HIGH
1389151.0,HIGH
7810017.0,HIGH
7244633.0,HIGH
2076597.0,HIGH
5539776.0,HIGH
8421975.0,HIGH
4623118.0,HIGH
5277950.0,HIGH
4786329.0,HIGH
5884257.0,HIGH
3348317.0,HIGH
3944676.0,HIGH
3833292.0,HIGH
2571514.0,HIGH
8682811.0,HIGH
2633909.0,HIGH
3161541.0,HIGH
8302137.0,HIGH
8361983.0,HIGH
4139450.0,HIGH
6734765.0,HIGH
6811137.0,HIGH
2760571.0,MEDIUM
5037806.0,HIGH
3452497.0,HIGH
8187659.0,HIGH
3617826.0,HIGH
1869635.0,HIGH
4031658.0,HIGH
3879056.0,HIGH
1283031.0,HIGH
4312492.0,HIGH
5106572.0,HIGH
3366647.0,HIGH
4312698.0,HIGH
8733435.0,HIGH
47146.0,HIGH
6347431.0,HIGH
1926369.0,HIGH
5533376.0,HIGH
5805541.0,HIGH
1648849.0,HIGH
3782674.0,HIGH
3452229.0,HIGH
8072715.0,HIGH
4038488.0,HIGH
6687169.0,HIGH
5609960.0,HIGH
2645167.0,HIGH
4320378.0,HIGH
8237709.0,HIGH
1380261.0,HIGH
3830002.0,HIGH
3526457.0,HIGH
7651737.0,HIGH
8440643.0,HIGH
7648277.0,HIGH
8090315.0,HIGH
2556944.0,HIGH
4867801.0,HIGH
7429051.0,HIGH
4533020.0,HIGH
3627552.0,HIGH
5320708.0,HIGH
1835653.0,HIGH
3163081.0,HIGH
4076134.0,HIGH
2863441.0,HIGH
3032787.0,HIGH
3104307.0,HIGH
4818247.0,HIGH
4908347.0,HIGH
6244925.0,HIGH
3586493.0,HIGH
6131011.0,HIGH
7438375.0,HIGH
8002975.0,HIGH
7872101.0,HIGH
1325827.0,HIGH
6795165.0,HIGH
5203138.0,HIGH
3423891.0,HIGH
6274263.0,HIGH
4295488.0,HIGH
7213481.0,HIGH
4448652.0,HIGH
8394005.0,HIGH
8411527.0,HIGH
6246287.0,HIGH
3247335.0,HIGH
7490039.0,HIGH
2072533.0,HIGH
2265968.0,HIGH
3121419.0,HIGH
6130863.0,HIGH
8725199.0,HIGH
3151363.0,HIGH
6245813.0,HIGH
3052663.0,HIGH
2946985.0,HIGH
1276073.0,HIGH
3096669.0,HIGH
7147275.0,HIGH
4759551.0,HIGH
4531466.0,HIGH
5361700.0,HIGH
7244633.0,HIGH
3911772.0,HIGH
1940857.0,HIGH
4601542.0,LOW
8375667.0,HIGH
4679203.0,HIGH
4989542.0,HIGH
2256966.0,HIGH
3715744.0,HIGH
4200960.0,HIGH
5037460.0,HIGH
5506978.0,HIGH
7349043.0,HIGH
3624080.0,MEDIUM
8762239.0,HIGH
3717486.0,HIGH
7636441.0,HIGH
4846391.0,HIGH
1412917.0,HIGH
4345190.0,HIGH
7187345.0,HIGH
7651723.0,HIGH
8364057.0,HIGH
7986297.0,HIGH
5277302.0,HIGH
8624217.0,HIGH
7090891.0,HIGH
7349043.0,HIGH
1283031.0,HIGH
1292237.0,HIGH
7407449.0,HIGH
1762403.0,HIGH
1835653.0,HIGH
4533106.0,HIGH
1725321.0,HIGH
3945138.0,HIGH
8331613.0,HIGH
2664049.0,HIGH
4846391.0,HIGH
4296920.0,HIGH
3410375.0,HIGH
2940967.0,HIGH
8160031.0,HIGH
4505258.0,HIGH
8792893.0,HIGH
7986297.0,HIGH
6059467.0,HIGH
8056095.0,HIGH
5169024.0,HIGH
2565346.0,HIGH
3423977.0,HIGH
7478161.0,HIGH
7903937.0,HIGH
1916297.0,HIGH
5037806.0,HIGH
8206781.0,HIGH
2063485.0,HIGH
3280695.0,HIGH
7291079.0,HIGH
4426708.0,HIGH
4601970.0,HIGH
3251149.0,HIGH
8073591.0,HIGH
8421975.0,HIGH
7200187.0,HIGH
4806879.0,HIGH
3051127.0,MEDIUM
3792506.0,HIGH
7652255.0,HIGH
7855299.0,HIGH
5284686.0,HIGH
3260195.0,HIGH
7125489.0,HIGH
1827889.0,HIGH
4036954.0,HIGH
3233439.0,HIGH
4982056.0,HIGH
578293.0,HIGH
3540999.0,HIGH
1932487.0,HIGH
6299523.0,HIGH
4036954.0,HIGH
3914126.0,HIGH
3536141.0,HIGH
8131219.0,HIGH
8302137.0,HIGH
8247641.0,HIGH
3717858.0,HIGH
4703787.0,HIGH
5862811.0,HIGH
104017.0,HIGH
3306323.0,HIGH
5274280.0,HIGH
4702349.0,HIGH
5576032.0,HIGH
7811863.0,HIGH
4500044.0,HIGH
48130.0,HIGH
7366053.0,HIGH
2664049.0,HIGH
3884792.0,HIGH
1260833.0,HIGH
1616949.0,HIGH
7137619.0,HIGH
7742551.0,HIGH
7204667.0,HIGH
6687613.0,HIGH
3717814.0,HIGH
5145872.0,HIGH
7945785.0,HIGH
5289970.0,HIGH
1781705.0,HIGH
2063485.0,HIGH
2961995.0,HIGH
4307654.0,HIGH
4890959.0,HIGH
6105215.0,HIGH
2938677.0,HIGH
5084198.0,HIGH
4158696.0,HIGH
4799577.0,HIGH
1835653.0,HIGH
1970241.0,HIGH
8334387.0,HIGH
2760571.0,MEDIUM
1715285.0,HIGH
5893209.0,HIGH
2268834.0,HIGH
7164685.0,HIGH
8363585.0,HIGH
3459395.0,HIGH
4299290.0,HIGH
3536141.0,HIGH
7324443.0,HIGH
6015479.0,HIGH
3541859.0,HIGH
4849665.0,HIGH
2197252.0,HIGH
7567195.0,HIGH
2831531.0,HIGH
7675957.0,HIGH
2556944.0,HIGH
3255187.0,HIGH
5353358.0,HIGH
5428538.0,HIGH
4753437.0,HIGH
5576032.0,HIGH
8310041.0,HIGH
1775329.0,HIGH
3230593.0,HIGH
7646581.0,HIGH
3251405.0,HIGH
8622349.0,HIGH
4721511.0,HIGH
3493645.0,HIGH
2111893.0,HIGH
4809685.0,HIGH
8181955.0,HIGH
7129299.0,HIGH
1868011.0,HIGH
4539632.0,HIGH
3536169.0,HIGH
4151178.0,HIGH
3233439.0,HIGH
7914607.0,HIGH
7168827.0,HIGH
2382642.0,HIGH
5624028.0,HIGH
5299300.0,HIGH
7042829.0,HIGH
3478607.0,HIGH
3077539.0,HIGH
6095887.0,HIGH
5031642.0,HIGH
8375667.0,HIGH
7998961.0,HIGH
7997323.0,HIGH
1605541.0,HIGH
5890729.0,HIGH
4744087.0,HIGH
8733435.0,HIGH
5350990.0,HIGH
6673903.0,HIGH
3818200.0,HIGH
8358885.0,HIGH
8252761.0,HIGH
3939892.0,HIGH
8163993.0,HIGH
7490751.0,HIGH
3911772.0,HIGH
5239038.0,HIGH
4076134.0,HIGH
3526457.0,HIGH
5576032.0,HIGH
7001867.0,HIGH
2098381.0,HIGH
3717858.0,HIGH
3452229.0,HIGH
8131473.0,HIGH
7262619.0,HIGH
5035600.0,HIGH
3329075.0,HIGH
4849665.0,HIGH
7481733.0,HIGH
5047502.0,HIGH
5297952.0,HIGH
8624217.0,HIGH
4159448.0,HIGH
4901061.0,HIGH
2686441.0,HIGH
4867651.0,HIGH
2639617.0,HIGH
1777081.0,MEDIUM
4809819.0,HIGH
4952754.0,HIGH
1663717.0,HIGH
501276.0,HIGH
6687357.0,HIGH
1260833.0,HIGH
1380261.0,HIGH
4944285.0,HIGH
8005975.0,HIGH
8198009.0,HIGH
4815945.0,HIGH
3682236.0,HIGH
6700263.0,HIGH
3879056.0,HIGH
8624217.0,HIGH
2638389.0,HIGH
7977815.0,HIGH
6052345.0,HIGH
4944285.0,HIGH
4731955.0,HIGH
4753437.0,HIGH
3913304.0,HIGH
4871295.0,HIGH
5353358.0,HIGH
6700263.0,HIGH
7323965.0,HIGH
5361700.0,HIGH
8531727.0,HIGH
1260795.0,HIGH
5255202.0,HIGH
3422745.0,HIGH
2645191.0,HIGH
3459395.0,HIGH
1769069.0,HIGH
1980489.0,HIGH
3536195.0,HIGH
487871.0,HIGH
7324597.0,HIGH
4146156.0,HIGH
8056587.0,HIGH
487871.0,HIGH
3846978.0,HIGH
5967583.0,HIGH
1927757.0,HIGH
7945785.0,HIGH
301632.0,HIGH
8197969.0,HIGH
3778936.0,HIGH
4542512.0,HIGH
3535915.0,HIGH
7100025.0,HIGH
3077539.0,HIGH
5284686.0,HIGH
3717554.0,HIGH
4330898.0,HIGH
3062723.0,HIGH
4785771.0,HIGH
5609024.0,HIGH
4815945.0,HIGH
4296920.0,HIGH
3092443.0,HIGH
5612556.0,HIGH
7310239.0,HIGH
487871.0,HIGH
5050412.0,HIGH
8305147.0,HIGH
8137447.0,HIGH
4360460.0,HIGH
5960129.0,HIGH
501276.0,HIGH
5037812.0,HIGH
4807043.0,HIGH
1391371.0,HIGH
1873051.0,HIGH
2565346.0,HIGH
8179703.0,HIGH
4799577.0,HIGH
4644822.0,HIGH
7648277.0,HIGH
4120572.0,HIGH
8308179.0,HIGH
1722347.0,HIGH
3617826.0,HIGH
1291931.0,HIGH
3260195.0,HIGH
7543391.0,HIGH
2667979.0,HIGH
3911772.0,HIGH
4797935.0,HIGH
7912741.0,HIGH
8639905.0,HIGH
4860593.0,HIGH
6347431.0,HIGH
3300037.0,HIGH
8179641.0,HIGH
6181437.0,HIGH
7478395.0,HIGH
5063442.0,HIGH
1916209.0,HIGH
7164685.0,HIGH
3908928.0,HIGH
2645205.0,HIGH
1389151.0,HIGH
4815945.0,HIGH
1942133.0,HIGH
3495107.0,HIGH
6072773.0,HIGH
3791848.0,HIGH
3852704.0,HIGH
8375237.0,HIGH
2632033.0,HIGH
5676580.0,HIGH
6687217.0,HIGH
3163081.0,HIGH
3306323.0,HIGH
3177599.0,HIGH
5194996.0,HIGH
8160031.0,HIGH
7534059.0,HIGH
8440643.0,HIGH
8358885.0,HIGH
3846978.0,HIGH
5506978.0,HIGH
8364057.0,HIGH
3255247.0,HIGH
8082701.0,HIGH
3948574.0,HIGH
7680569.0,HIGH
4623118.0,HIGH
4871295.0,HIGH
3717830.0,HIGH
7601467.0,HIGH
6843157.0,HIGH
5452426.0,HIGH
4861403.0,HIGH
8406641.0,HIGH
7457783.0,HIGH
5331318.0,MEDIUM
4571224.0,HIGH
1363911.0,HIGH
4798469.0,HIGH
4891381.0,MEDIUM
3387377.0,HIGH
5145872.0,HIGH
1604463.0,HIGH
7132695.0,HIGH
5036444.0,HIGH
3177599.0,HIGH
5177448.0,HIGH
5925851.0,HIGH
4500044.0,HIGH
3717586.0,HIGH
6843157.0,HIGH
8208627.0,HIGH
4598566.0,HIGH
5047844.0,HIGH
4818247.0,HIGH
3312197.0,HIGH
4878733.0,HIGH
2558940.0,HIGH
3536141.0,HIGH
3778936.0,HIGH
4698729.0,HIGH
5593346.0,HIGH
578389.0,HIGH
2686441.0,HIGH
8197659.0,HIGH
1980937.0,HIGH
5301408.0,HIGH
501276.0,HIGH
3498847.0,HIGH
6858589.0,HIGH
5037806.0,HIGH
3230593.0,HIGH
3296859.0,HIGH
3116453.0,HIGH
7168827.0,HIGH
1461809.0,HIGH
4260348.0,HIGH
7200941.0,HIGH
3090377.0,HIGH
4798469.0,HIGH
3193035.0,HIGH
3363541.0,HIGH
